Judul Artikel,Link,Waktu_Scraping,Berita_Hoax
Saat Ganjar Nikmati Nasi Goreng & Ngobrol Bareng Pelukis di Jalan Braga,https://www.detik.com/jabar/berita/d-6963846/saat-ganjar-nikmati-nasi-goreng--ngobrol-bareng-pelukis-di-jalan-braga,2023-10-11,False
Antara Mahfud dan Khofifah di Bursa Cawapres Ganjar,https://news.detik.com/pemilu/d-6963843/antara-mahfud-dan-khofifah-di-bursa-cawapres-ganjar,2023-10-11,False
"Ditanya Cawapresnya Orang Sunda, Ganjar Bilang Begini",https://www.detik.com/sumut/berita/d-6963733/ditanya-cawapresnya-orang-sunda-ganjar-bilang-begini,2023-10-11,False
Polisi Ganjar Prestasi 9 Atlet Muda Karawang,https://www.detik.com/jabar/berita/d-6962133/polisi-ganjar-prestasi-9-atlet-muda-karawang,2023-10-11,False
Antusiasnya Mahasiswa Sambut Ganjar Pranowo Saat Beri Kuliah Umum di Unpas,https://news.detik.com/pemilu/d-6963741/antusiasnya-mahasiswa-sambut-ganjar-pranowo-saat-beri-kuliah-umum-di-unpas,2023-10-11,False
Mahfud Md Akui Sering Bertemu Megawati Tapi Tak Bahas soal Cawapres,https://news.detik.com/detiktv/d-6963690/mahfud-md-akui-sering-bertemu-megawati-tapi-tak-bahas-soal-cawapres,2023-10-11,False
"PDIP Luncurkan Megawati Fellowship, Beri Beasiswa Penelitian Bagi Mahasiswa S2-S3",https://news.detik.com/berita/d-6963655/pdip-luncurkan-megawati-fellowship-beri-beasiswa-penelitian-bagi-mahasiswa-s2-s3,2023-10-11,False
Jawaban Ganjar Saat Ditanya Cawapresnya Orang Sunda,https://news.detik.com/detiktv/d-6963572/jawaban-ganjar-saat-ditanya-cawapresnya-orang-sunda,2023-10-11,False
"Beri Kuliah Umum di Unpas, Ganjar Ajak Anak Muda Siap Hadapi Tantangan",https://www.detik.com/jabar/berita/d-6963562/beri-kuliah-umum-di-unpas-ganjar-ajak-anak-muda-siap-hadapi-tantangan,2023-10-11,False
"Hadir di Unpas, Ganjar Pranowo Bawa Pesan untuk Anak Muda",https://www.detik.com/jabar/berita/d-6963484/hadir-di-unpas-ganjar-pranowo-bawa-pesan-untuk-anak-muda,2023-10-11,False
"Ganjar Pranowo Penuhi Janji, Ajak Putra Tercinta Alam Naik Gunung Prau",https://www.detik.com/jateng/berita/d-6963396/ganjar-pranowo-penuhi-janji-ajak-putra-tercinta-alam-naik-gunung-prau,2023-10-11,False
"Kunjungi Nuarta Gallery, Ganjar Takjub dengan Desain Istana Negara di IKN",https://news.detik.com/berita/d-6963177/kunjungi-nuarta-gallery-ganjar-takjub-dengan-desain-istana-negara-di-ikn,2023-10-11,False
Mahfud Ngaku Tak Ada Pembicaraan Cawapres Ganjar saat Bertemu Megawati,https://news.detik.com/pemilu/d-6963165/mahfud-ngaku-tak-ada-pembicaraan-cawapres-ganjar-saat-bertemu-megawati,2023-10-11,False
"Nama Cawapres Ganjar Mengerucut, PDIP: Makin Dekat Makin Ditunggu",https://news.detik.com/pemilu/d-6963107/nama-cawapres-ganjar-mengerucut-pdip-makin-dekat-makin-ditunggu,2023-10-11,False
Bilah Selubung Garuda IKN Bikin Kagum Ganjar Pranowo,https://www.detik.com/jabar/berita/d-6963064/bilah-selubung-garuda-ikn-bikin-kagum-ganjar-pranowo,2023-10-11,False
"Hasto Ungkap Megawati Sering Bertemu Khofifah, Bahas Cawapres Ganjar?",https://news.detik.com/pemilu/d-6963045/hasto-ungkap-megawati-sering-bertemu-khofifah-bahas-cawapres-ganjar,2023-10-11,False
Asyik Melanggengkan Polarisasi,https://news.detik.com/kolom/d-6960967/asyik-melanggengkan-polarisasi,2023-10-11,False
Meluruskan Ganjar Soal Ganjaran Dosen,https://news.detik.com/kolom/d-6962731/meluruskan-ganjar-soal-ganjaran-dosen,2023-10-11,False
Hanura Jelaskan Maksud OSO Singgung Capres Tak Pakai Istri,https://news.detik.com/pemilu/d-6962716/hanura-jelaskan-maksud-oso-singgung-capres-tak-pakai-istri,2023-10-11,False
Gus Choi Optimis Anies akan Meroket Lampaui Prabowo dan Ganjar,https://www.detik.com/sumbagsel/berita/d-6961846/gus-choi-optimis-anies-akan-meroket-lampaui-prabowo-dan-ganjar,2023-10-11,False
"Kaesang soal Arah Dukungan PSI di Pilpres 2024: Jujur, Belum Ada",https://news.detik.com/pemilu/d-6962375/kaesang-soal-arah-dukungan-psi-di-pilpres-2024-jujur-belum-ada,2023-10-11,False
"Hasil Survei, Elektabilitas Anies Jauh di Bawah Prabowo dan Ganjar",https://www.detik.com/sumbagsel/berita/d-6961811/hasil-survei-elektabilitas-anies-jauh-di-bawah-prabowo-dan-ganjar,2023-10-11,False
Ganjar Masih Bungkam soal Cawapres,/play/N0BCvAZ3-ganjar-masih-bungkam-soal-cawapres,2023-10-11,False
Ganjar Silaturahmi ke Makam Pahlawan di Tasikmalaya,/play/NnjC481J-ganjar-silaturahmi-ke-makam-pahlawan-di-tasikmalaya,2023-10-11,False
Ganjar Silaturahmi dengan Kiai di Tasikmalaya,/play/NnjC48Dj-ganjar-silaturahmi-dengan-kiai-di-tasikmalaya,2023-10-11,False
OSO Resmikan Sekretariat Pemenangan Ganjar di Manado,/play/NleCpLaq-oso-resmikan-sekretariat-pemenangan-ganjar-di-manado,2023-10-11,False
Sahabat Ganjar Berbagi Air Bersih di Lebak Banten,/play/KZmCd6al-sahabat-ganjar-berbagi-air-bersih-di-lebak-banten,2023-10-11,False
Ganjar Kunjungi Desa Terpencil di Tasikmalaya,/play/NA0CjqDq-ganjar-kunjungi-desa-terpencil-di-tasikmalaya,2023-10-11,False
Ganjar Silaturahmi ke Ponpes Miftahul Huda Tasikmalaya,/play/KXyCARvD-ganjar-silaturahmi-ke-ponpes-miftahul-huda-tasikmalaya,2023-10-11,False
Sinyal Kedekatan Ganjar-Mahfud di Cirebon,/play/kqYCx2a2-sinyal-kedekatan-ganjar-mahfud-di-cirebon,2023-10-11,False
Sahabat Ganjar Gelar Kegiatan Peduli Air Bersih di Blora,/play/NA0CjqZG-sahabat-ganjar-gelar-kegiatan-peduli-air-bersih-di-blora,2023-10-11,False
Ganjar Terima Masukan dari Para Ulama di Jawa Barat,/play/kBVCaZ1p-ganjar-terima-masukan-dari-para-ulama-di-jawa-barat,2023-10-11,False
Ganjar dan Mahfud MD Duduk Satu Meja di Pernikahan Keluarga Kiai Said Aqil,/play/NQACqoAR-ganjar-dan-mahfud-md-duduk-satu-meja-di-pernikahan-keluarga-kiai-said-aqil,2023-10-11,False
Istri Ganjar Bertemu Nyai-Ning Jabar Bahas Pendidikan Karakter Anak,/play/NG9C37z5-istri-ganjar-bertemu-nyai-ning-jabar-bahas-pendidikan-karakter-anak,2023-10-11,False
"Kunjungi Inacraft 2023, Ganjar Puji Produk UMKM",/play/kqYCx2dO-kunjungi-inacraft-2023-ganjar-puji-produk-umkm,2023-10-11,False
Survei: Tren Elektabilitas Anies Meningkat,/read/b3JCrYrB-survei-tren-elektabilitas-anies-meningkat,2023-10-11,False
Ganjar Pranowo Sowan ke Ponpes Motivasi Indonesia,/play/N6GCga8Q-ganjar-pranowo-sowan-ke-ponpes-motivasi-indonesia,2023-10-11,False
Anies Sowan ke Kediaman Jusuf Kalla,/read/k8oC6RLz-anies-sowan-ke-kediaman-jusuf-kalla,2023-10-11,False
3 Kandidat Kuat Dampingi Ganjar dan Prabowo,/read/NgxCVMrw-3-kandidat-kuat-dampingi-ganjar-dan-prabowo,2023-10-11,False
Ganjar Sowan ke Said Aqil di Ponpes Luhur Al-Tsaqafah,/play/NA0CjqOm-ganjar-sowan-ke-said-aqil-di-ponpes-luhur-al-tsaqafah,2023-10-11,False
Ganjar-Prabowo Mencari Pendamping,/play/KXyCARlv-ganjar-prabowo-mencari-pendamping,2023-10-11,False
Hasto: Kaesang Lebih Bahagia dengan Ganjar,/play/kWDCZY4J-hasto-kaesang-lebih-bahagia-dengan-ganjar,2023-10-11,False
Puan Yakinkan Kaesang Dukung Ganjar di Pilpres 2024?,/play/kM6CaL3a-puan-yakinkan-kaesang-dukung-ganjar-di-pilpres-2024,2023-10-11,False
Warga Surabaya Antusias Jalan Sehat Bersama Ganjar,/play/Ky6CBgOr-warga-surabaya-antusias-jalan-sehat-bersama-ganjar,2023-10-11,False
Survei: Popularitas Anies Kalahkan Ganjar,/play/N0BCrV00-survei-popularitas-anies-kalahkan-ganjar,2023-10-11,False
Ganjar dan OSO Ikut Jalan Sehat di Surabaya,/play/kBVC203R-ganjar-dan-oso-ikut-jalan-sehat-di-surabaya,2023-10-11,False
Rakernas IV PDIP Sepakati Kapan Cawapres Ganjar Diumumkan,/read/NG9C54pM-rakernas-iv-pdip-sepakati-kapan-cawapres-ganjar-diumumkan,2023-10-11,False
PDIP Bahas Strategi Pemenangan Ganjar dan Pemilu 2024,/read/NP6CZxJE-pdip-bahas-strategi-pemenangan-ganjar-dan-pemilu-2024,2023-10-11,False
Ganjar Pranowo Disebut Menemui Orang Spesial Semalam,/read/NnjC7a12-ganjar-pranowo-disebut-menemui-orang-spesial-semalam,2023-10-11,False
Pendamping Ganjar Masih Dikantong Megawati,/play/NA0CX010-pendamping-ganjar-masih-dikantong-megawati,2023-10-11,False
Anies dan Ganjar Hadiri Idea Fest,/play/bmRCm4la-anies-dan-ganjar-hadiri-idea-fest,2023-10-11,False
PDIP Yakin Gibran Setia,/read/bw6CYLpD-pdip-yakin-gibran-setia,2023-10-11,False
Ganjar Pranowo Sudah Tahu Nama Cawapresnya,/read/KXyC9znE-ganjar-pranowo-sudah-tahu-nama-cawapresnya,2023-10-11,False
Survei: Masyarakat Menginginkan Ridwan Kamil atau Erick Thohir Jadi Cawapres Ganjar,/read/kpLCrn1Y-survei-masyarakat-menginginkan-ridwan-kamil-atau-erick-thohir-jadi-cawapres-ganjar,2023-10-11,False
Suara di Jatim jadi Penentu Cawapres Ganjar,/read/bVDCOe10-suara-di-jatim-jadi-penentu-cawapres-ganjar,2023-10-11,False
Keluarga Besar Putra Putri Polri Deklarasi Dukung Ganjar,/play/NLMCOg45-keluarga-besar-putra-putri-polri-deklarasi-dukung-ganjar,2023-10-11,False
Ganjar Jawab Peluang Khofifah jadi Cawapresnya,/read/b1oC85GW-ganjar-jawab-peluang-khofifah-jadi-cawapresnya,2023-10-11,False
Nama Cawapres Ganjar di Kantong Megawati,/read/kewClp22-nama-cawapres-ganjar-di-kantong-megawati,2023-10-11,False
Jokowi Titip Program Kedaulatan Pangan Dilanjutkan,/read/b1oC85lW-jokowi-titip-program-kedaulatan-pangan-dilanjutkan,2023-10-11,False
Jokowi dan Ganjar Hadir di Rakernas ke-IV PDIP,/play/NleC0eox-jokowi-dan-ganjar-hadir-di-rakernas-ke-iv-pdip,2023-10-11,False
Megawati Yakinkan Kadernya Mampu Menangkan Ganjar,/read/koGCVXA1-megawati-yakinkan-kadernya-mampu-menangkan-ganjar,2023-10-11,False
Ganjar Respons Kabar Khofifah dan Mahfud Menguat Jadi Kandidat Bacawapres,/read/b3JCy4np-ganjar-respons-kabar-khofifah-dan-mahfud-menguat-jadi-kandidat-bacawapres,2023-10-11,False
"Kandidat Bakal Cawapres, Ganjar: Semua Menguat",/read/k8oCLJg2-kandidat-bakal-cawapres-ganjar-semua-menguat,2023-10-11,False
Ganjar Janji Buka Lapangan Kerja Bagi Disabilitas,/play/N6GC8zPJ-ganjar-janji-buka-lapangan-kerja-bagi-disabilitas,2023-10-11,False
Relawan Projo Deklarasi Dukung Ganjar Pranowo di Pilpres 2024,/play/b2lCrewv-relawan-projo-deklarasi-dukung-ganjar-pranowo-di-pilpres-2024,2023-10-11,False
Jokowi Bakal Hadir di Rakernas PDIP,/read/NOlCYRjZ-jokowi-bakal-hadir-di-rakernas-pdip,2023-10-11,False
Penentuan Cawapres Ganjar Tidak Menunggu Uji Materi MK,/play/kBVC20Oy-penentuan-cawapres-ganjar-tidak-menunggu-uji-materi-mk,2023-10-11,False
PDIP Klaim Peluang Sandiaga Jadi Bakal Cawapres Ganjar Tak Mengecil,/read/N4EC2LE4-pdip-klaim-peluang-sandiaga-jadi-bakal-cawapres-ganjar-tak-mengecil,2023-10-11,False
Cawapres Ganjar Mengerucut ke Khofifah?,/play/kM6C0Jw3-cawapres-ganjar-mengerucut-ke-khofifah,2023-10-11,False
Kaesang Siap Dukung Ganjar Asalkan Win-win,/play/N9nC6ZYz-kaesang-siap-dukung-ganjar-asalkan-win-win,2023-10-11,False
Megawati Menghadiri Rapat TPN Ganjar Pranowo,/play/bmRCm4g7-megawati-menghadiri-rapat-tpn-ganjar-pranowo,2023-10-11,False
Cawapres Ganjar Diyakini Perwakilan PPP,/play/KZmCvEJw-cawapres-ganjar-diyakini-perwakilan-ppp,2023-10-11,False
"Nama Cawapres Ganjar Sudah Dikantongi Megawati, Siapa?",/play/bD2CZeJM-nama-cawapres-ganjar-sudah-dikantongi-megawati-siapa,2023-10-11,False
Romahurmuziy Bocorkan Bacawapres Ganjar: Dari Kalangan Menteri,/play/koGCVXdG-romahurmuziy-bocorkan-bacawapres-ganjar-dari-kalangan-menteri,2023-10-11,False
Ganjar Ajak Keluarga Nonton Film Petualangan Sherina 2,/play/N6GC8zgA-ganjar-ajak-keluarga-nonton-film-petualangan-sherina-2,2023-10-11,False
10 Kg Ganja Asal Medan Diselundupkan ke Cimahi Bersama Ikan Asin,/read/NG9C545w-10-kg-ganja-asal-medan-diselundupkan-ke-cimahi-bersama-ikan-asin,2023-10-11,False
Arsjad Rasjid Diharap Hapus Potensi Konflik Kepentingan Kadin,/read/KvJCBZBD-arsjad-rasjid-diharap-hapus-potensi-konflik-kepentingan-kadin,2023-10-11,False
Arsjad Mundur Sementara dari Kadin Selama Jalani Tugas Jadi Ketum TPN Ganjar,/read/KRXCaZGQ-arsjad-mundur-sementara-dari-kadin-selama-jalani-tugas-jadi-ketum-tpn-ganjar,2023-10-11,False
Relawan Tionghoa Kalimantan Barat Dukung Ganjar di Pilpres 2024,/play/b2lCreo4-relawan-tionghoa-kalimantan-barat-dukung-ganjar-di-pilpres-2024,2023-10-11,False
Hasto: Cawapres Ganjar Tinggal Diumumkan,/play/K5nC4ea2-hasto-cawapres-ganjar-tinggal-diumumkan,2023-10-11,False
Dukungan Tokoh Agama se-Tangerang Raya untuk Ganjar Pranowo,/play/N0BCrVEq-dukungan-tokoh-agama-se-tangerang-raya-untuk-ganjar-pranowo,2023-10-11,False
Sahabat Ganjar Ajak Warga Cilacap Lestarikan Lingkungan dengan Menanam Mangrove,/play/NrWCZaEX-sahabat-ganjar-ajak-warga-cilacap-lestarikan-lingkungan-dengan-menanam-mangrove,2023-10-11,False
Ganjar Silaturahmi dengan Tokoh Agama se-Tangerang Raya,/play/NOlCYRgz-ganjar-silaturahmi-dengan-tokoh-agama-se-tangerang-raya,2023-10-11,False
KPK Respons Video Viral Ganjar Lari Pagi Sambil Bagi-bagi Duit,/read/NLMCOgxd-kpk-respons-video-viral-ganjar-lari-pagi-sambil-bagi-bagi-duit,2023-10-11,False
Ganjar Diberi Wejangan Pilih Bacawapres dari Figur NU,/play/kewClpRD-ganjar-diberi-wejangan-pilih-bacawapres-dari-figur-nu,2023-10-11,False
Ganjar Menghormati Hak Politik Kaesang Gabung PSI,/play/kqYCEqO7-ganjar-menghormati-hak-politik-kaesang-gabung-psi,2023-10-11,False
PPP: 3 Poros Pilpres Memecah Kebuntuan Polarisasi di Putaran Pertama,/read/kWDCO0eR-ppp-3-poros-pilpres-memecah-kebuntuan-polarisasi-di-putaran-pertama,2023-10-11,False
Ganjar dan Hary Tanoe Olahraga Bareng di CFD Jakarta,/play/KvJCBZ1G-ganjar-dan-hary-tanoe-olahraga-bareng-di-cfd-jakarta,2023-10-11,False
Kaesang Disebut Berhak Masuk PSI,/read/kj2CAJpq-kaesang-disebut-berhak-masuk-psi,2023-10-11,False
PDIP Berpotensi Gaet Tokoh NU untuk Mendampingi Ganjar,/read/bw6CYLdY-pdip-berpotensi-gaet-tokoh-nu-untuk-mendampingi-ganjar,2023-10-11,False
Ganjar Pranowo Sowan ke Ponpes Raudlatul Muta'allimin Surabaya,/play/bw6CYLee-ganjar-pranowo-sowan-ke-ponpes-raudlatul-muta-allimin-surabaya,2023-10-11,False
Bawaslu Harusnya Juga Usut PDIP Terkait Pelanggaran Gibran dan Bobby,/read/kpLCr55O-bawaslu-harusnya-juga-usut-pdip-terkait-pelanggaran-gibran-dan-bobby,2023-10-11,False
Majelis Latupati Maluku Dukung Ganjar di Pilpres 2024,/play/kewClJoA-majelis-latupati-maluku-dukung-ganjar-di-pilpres-2024,2023-10-11,False
"Gibran dan Bobby Nasution Curi Start Kampanye, Bawaslu Mengaku Tak Bisa Memberi Sanksi",/read/b7WCRyWy-gibran-dan-bobby-nasution-curi-start-kampanye-bawaslu-mengaku-tak-bisa-memberi-sanksi,2023-10-11,False
Bawaslu Sebut Video Gibran dan Bobby Melanggar UU Pemilu,/read/KdZCVn3B-bawaslu-sebut-video-gibran-dan-bobby-melanggar-uu-pemilu,2023-10-11,False
Bobby Mengaku Ajakan Pilih PDIP & Ganjar Perintah Partai,/play/bVDCOxpd-bobby-mengaku-ajakan-pilih-pdip-ganjar-perintah-partai,2023-10-11,False
Mahfud MD Dinilai Penuhi Kriteria Dampingi Ganjar,/play/koGCVvM2-mahfud-md-dinilai-penuhi-kriteria-dampingi-ganjar,2023-10-11,False
Menyoal Indikasi Pelanggaran Gibran dan Bobby dalam Video Ajak Pilih Ganjar,/play/K5nC4d6J-menyoal-indikasi-pelanggaran-gibran-dan-bobby-dalam-video-ajak-pilih-ganjar,2023-10-11,False
Gibran Siap Disanksi Buntut Video Ajakan Pilih Ganjar,/play/bmRCmqzL-gibran-siap-disanksi-buntut-video-ajakan-pilih-ganjar,2023-10-11,False
Ganjar Sebut Pengumuman Bacawapres Bukan Jadi Prioritas Saat Ini,/play/N0BCrQdw-ganjar-sebut-pengumuman-bacawapres-bukan-jadi-prioritas-saat-ini,2023-10-11,False
Gibran Pasrah Diberi Sanksi Bawaslu Karena Ajak Pilih Ganjar,/play/Ky6CBarL-gibran-pasrah-diberi-sanksi-bawaslu-karena-ajak-pilih-ganjar,2023-10-11,False
Ganjar Tak Sependapat dengan Keinginan Megawati Soal Pembubaran KPK,/read/bw6CYrwq-ganjar-tak-sependapat-dengan-keinginan-megawati-soal-pembubaran-kpk,2023-10-11,False
PPP: Sandiaga Uno Penuhi Kriteria Bakal Cawapres Ganjar,/play/NG9C5D6d-ppp-sandiaga-uno-penuhi-kriteria-bakal-cawapres-ganjar,2023-10-11,False
Dalih Ganjar Usai Muncul di Azan TV Jadi Kontroversi,/read/ba4C0GgY-dalih-ganjar-usai-muncul-di-azan-tv-jadi-kontroversi,2023-10-11,False
Pertanyaan Petugas Partai ke Ganjar Diyakini Bukan Titipan,/play/bD2CZ4Rv-pertanyaan-petugas-partai-ke-ganjar-diyakini-bukan-titipan,2023-10-11,False
"'Petugas Partai' Tersemat, Ganjar 'Disekakmat'",/play/KZmCvlpy-petugas-partai-tersemat-ganjar-disekakmat,2023-10-11,False
Ribuan Masyarakat Solo Meriahkan Festival ke-8 Ganjar Pranowo,/play/bmRCmqj4-ribuan-masyarakat-solo-meriahkan-festival-ke-8-ganjar-pranowo,2023-10-11,False
PDIP Tolak AHY dan RK Jadi Pendamping Ganjar,/play/bmRCmq1B-pdip-tolak-ahy-dan-rk-jadi-pendamping-ganjar,2023-10-11,False
Ganjar Pranowo Jawab Mahasiswa UI soal Petugas Partai,/play/KRXCaLBE-ganjar-pranowo-jawab-mahasiswa-ui-soal-petugas-partai,2023-10-11,False
Popularitas Ganjar Belum Mengakar ke Desa-Desa,/play/kELC1ZVr-popularitas-ganjar-belum-mengakar-ke-desa-desa,2023-10-11,False
Puan: RK Tak Mungkin Lagi Jadi Cawapres Ganjar,/play/kBVC2YDq-puan-rk-tak-mungkin-lagi-jadi-cawapres-ganjar,2023-10-11,False
"Jika Jadi Presiden, Ganjar Jadi Petugas Rakyat atau Petugas Partai?",/play/b3JCyaWE-jika-jadi-presiden-ganjar-jadi-petugas-rakyat-atau-petugas-partai,2023-10-11,False
Warganet Kritik Jawaban Ganjar Soal Petugas Partai,/read/kBVC2Yqo-warganet-kritik-jawaban-ganjar-soal-petugas-partai,2023-10-11,False
Ganjar Tanggapi Permintaan Usir Tenaga Kerja dari China,/read/bJECnd2Q-ganjar-tanggapi-permintaan-usir-tenaga-kerja-dari-china,2023-10-11,False
Jawaban Ganjar Saat Ditanya Soal Petugas Partai di UI,/read/bVDCOx2R-jawaban-ganjar-saat-ditanya-soal-petugas-partai-di-ui,2023-10-11,False
Ganjar Sampaikan Visi Misi Membangun Indonesia di Kuliah Kebangsaan UI,/play/bzGCg8mj-ganjar-sampaikan-visi-misi-membangun-indonesia-di-kuliah-kebangsaan-ui,2023-10-11,False
Ganjar Pranowo Isi Kuliah Kebangsaan di FISIP UI,/play/K5nC4dg6-ganjar-pranowo-isi-kuliah-kebangsaan-di-fisip-ui,2023-10-11,False
Cerita Ganjar soal Dosen FISIP UI yang Pelit Nilai,/play/NxGC58ne-cerita-ganjar-soal-dosen-fisip-ui-yang-pelit-nilai,2023-10-11,False
"Sempat Batal, Ganjar Bakal Isi Kuliah Kebangsaan di UI Besok",/play/NG9C5D8z-sempat-batal-ganjar-bakal-isi-kuliah-kebangsaan-di-ui-besok,2023-10-11,False
Ganjar Paparkan Gagasan untuk Gapai Indonesia Emas di Forum Alumni Perguruan Tinggi,/play/kewClJWE-ganjar-paparkan-gagasan-untuk-gapai-indonesia-emas-di-forum-alumni-perguruan-tinggi,2023-10-11,False
Anies Baswedan Akan Ikuti Jelajah Sulawesi,/read/bD2CZ489-anies-baswedan-akan-ikuti-jelajah-sulawesi,2023-10-11,False
5 Tokoh 'Kuliti' Biografi Ganjar,/play/KXyC92Wl-5-tokoh-kuliti-biografi-ganjar,2023-10-11,False
Hitung-hitungan Peluang Tiga Bakal Cawapres Ganjar Pranowo,/play/kewClJMg-hitung-hitungan-peluang-tiga-bakal-cawapres-ganjar-pranowo,2023-10-11,False
Hisnu Jabar Perkuat Dukungan untuk Ganjar,/play/K5nC4d0e-hisnu-jabar-perkuat-dukungan-untuk-ganjar,2023-10-11,False
"Ridwan Kamil Pepet Ganjar, 'Dilepasliarkan' Golkar?",/play/KYVCJO68-ridwan-kamil-pepet-ganjar-dilepasliarkan-golkar,2023-10-11,False
Menilik Komposisi Tim Pemenangan Anies dan Ganjar di Pilpres 2024,/play/bzGCg8X6-menilik-komposisi-tim-pemenangan-anies-dan-ganjar-di-pilpres-2024,2023-10-11,False
Bawaslu di Daerah Dikerahkan Telusuri Kasus Tayangan Azan Ganjar,/read/bw6CYryM-bawaslu-di-daerah-dikerahkan-telusuri-kasus-tayangan-azan-ganjar,2023-10-11,False
Buku 'Membongkar Pikiran Ganjar' Resmi Diluncurkan,/play/N6GC8Gnw-buku-membongkar-pikiran-ganjar-resmi-diluncurkan,2023-10-11,False
KPI: Tayangan Ganjar dalam Siaran Azan Bukan Pelanggaran,/play/bzGCg89g-kpi-tayangan-ganjar-dalam-siaran-azan-bukan-pelanggaran,2023-10-11,False
PAN Menyangsikan Ganjar Menang Satu Putaran di Pilpres 2024,/play/KZmCvlqr-pan-menyangsikan-ganjar-menang-satu-putaran-di-pilpres-2024,2023-10-11,False
Menghitung Potensi Ridwan Kamil Dampingi Ganjar di Pilpres 2024,/play/kM6C0m8P-menghitung-potensi-ridwan-kamil-dampingi-ganjar-di-pilpres-2024,2023-10-11,False
"Ganjar Muncul di Azan TV Tak Langgar Aturan, Ade Armando: KPI Tidak Berintegritas",/read/k8oCLyw0-ganjar-muncul-di-azan-tv-tak-langgar-aturan-ade-armando-kpi-tidak-berintegritas,2023-10-11,False
Melihat Peluang Mahfud Digandeng Ganjar,/play/N6GC8GLY-melihat-peluang-mahfud-digandeng-ganjar,2023-10-11,False
Urgensi Bergabungnya Demokrat Dijawab PDIP,/read/NgxC84xV-urgensi-bergabungnya-demokrat-dijawab-pdip,2023-10-11,False
Relawan GARIS Dukung Ganjar-RK Maju di Pilpres 2024,/play/kewClJVr-relawan-garis-dukung-ganjar-rk-maju-di-pilpres-2024,2023-10-11,False
Gabungan Seniman Indonesia Kini Terverifikasi Relawan Ganjar,/play/bzGCg8jV-gabungan-seniman-indonesia-kini-terverifikasi-relawan-ganjar,2023-10-11,False
Kubu Ganjar Optimistis Menang Satu Putaran,/read/KYVCJO8a-kubu-ganjar-optimistis-menang-satu-putaran,2023-10-11,False
Parpol Pengusung Ganjar Gelar Rapat Perdana,/play/K5nC4dQA-parpol-pengusung-ganjar-gelar-rapat-perdana,2023-10-11,False
Tim Pemenangan Nasional Klaim Tak Ada Arahan Khusus dari Megawati,/read/Ky6CBajP-tim-pemenangan-nasional-klaim-tak-ada-arahan-khusus-dari-megawati,2023-10-11,False
Kubu Ganjar Respons Potensi Bergabungnya Partai Demokrat,/read/bw6CYrdG-kubu-ganjar-respons-potensi-bergabungnya-partai-demokrat,2023-10-11,False
Golkar Sebut Ridwan Kamil Sudah Ditawarkan Jadi Cawapres Ganjar oleh Megawati,/read/NA0CXVn3-golkar-sebut-ridwan-kamil-sudah-ditawarkan-jadi-cawapres-ganjar-oleh-megawati,2023-10-11,False
Pantun Hasto Kode Mahfud MD jadi Cawapres Ganjar?,/play/b3JCyaXM-pantun-hasto-kode-mahfud-md-jadi-cawapres-ganjar,2023-10-11,False
Parpol Pengusung Ganjar akan Lebih Rutin Konsolidasi,/read/bVDCOx7B-parpol-pengusung-ganjar-akan-lebih-rutin-konsolidasi,2023-10-11,False
4 Partai Pendukung Ganjar Pranowo Rapat Perdana,/read/KRXCaLOg-4-partai-pendukung-ganjar-pranowo-rapat-perdana,2023-10-11,False
Sakralitas Azan,/read/N0BCrRQ4-sakralitas-azan,2023-10-11,False
Kiai & Hisnu se-DKI Jakarta Dukung Ganjar di Pilpres 2024,/play/NleC0D4p-kiai-hisnu-se-dki-jakarta-dukung-ganjar-di-pilpres-2024,2023-10-11,False
Bawaslu: Tayangan Ganjar di Azan Magrib Bukan Pelanggaran Pemilu,/play/KvJCB77L-bawaslu-tayangan-ganjar-di-azan-magrib-bukan-pelanggaran-pemilu,2023-10-11,False
"RK, Mahfud & Sandi Bertemu Megawati, Siapa Dampingi Ganjar?",/play/bD2CZ22y-rk-mahfud-sandi-bertemu-megawati-siapa-dampingi-ganjar,2023-10-11,False
Kandidat Cawapres Ganjar Mengerucut Jadi 3 Nama,/read/KRXCaWPw-kandidat-cawapres-ganjar-mengerucut-jadi-3-nama,2023-10-11,False
"Ganjar Ramai Siaran Azan, Anies Viral Angkat Gagasan",/read/K5nC4z6v-ganjar-ramai-siaran-azan-anies-viral-angkat-gagasan,2023-10-11,False
Komitmen Dukung Ganjar Jadi Syarat SBY Ketemu Megawati,/play/bJECnyeB-komitmen-dukung-ganjar-jadi-syarat-sby-ketemu-megawati,2023-10-11,False
PKB Sindir Ganjar Tampil di Tayangan Azan TV,/read/bzGCgZqa-pkb-sindir-ganjar-tampil-di-tayangan-azan-tv,2023-10-11,False
"Ngopi Bareng Ganjar, Mahfud MD Bantah Bahas Cawapres",/play/NLMCOQoq-ngopi-bareng-ganjar-mahfud-md-bantah-bahas-cawapres,2023-10-11,False
Editorial Malam: Muslihat Ganjar di Seruan Azan,/play/bJECnyXM-editorial-malam-muslihat-ganjar-di-seruan-azan,2023-10-11,False
PDIP Minta SBY Jujur Sebelum Demokrat Gabung Dukung Ganjar,/play/kM6C0nPr-pdip-minta-sby-jujur-sebelum-demokrat-gabung-dukung-ganjar,2023-10-11,False
